covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
predicted_til_score,-2.2096778490158058,0.10973599438044432,2.4359641986839837,-6.984079946065387,2.5647242480337753,0.0009265153486868567,12.99707390679704,0.0,-0.9071060445837308,0.3643507219169069,1.456600245663789
