epoch,train_loss,val_loss,train_mae,val_mae,train_rmse,val_rmse,train_r2,val_r2
100,433.0018615722656,814.20947265625,16.83215,24.077858,20.808697,28.534355,0.5344817638397217,0.19213604927062988
101,428.1280822753906,819.5467529296875,16.64359,23.982492,20.691256,28.627728,0.5397215485572815,0.18684029579162598
102,424.66058349609375,831.4002685546875,16.437864,23.886137,20.607294,28.834015,0.5434495210647583,0.1750791072845459
103,423.6535949707031,844.5430908203125,16.24906,23.79377,20.582846,29.061024,0.544532060623169,0.16203874349594116
104,425.9866027832031,863.0546264648438,16.047127,23.712637,20.639442,29.37779,0.5420238971710205,0.14367157220840454
105,425.2609558105469,868.009765625,15.957696,23.680775,20.621857,29.462004,0.542803943157196,0.13875508308410645
106,421.4944152832031,863.5899658203125,15.9141865,23.664566,20.530329,29.386902,0.5468534231185913,0.14314037561416626
107,417.5700988769531,857.841552734375,15.879894,23.62505,20.434532,29.28893,0.551072359085083,0.14884406328201294
108,414.8390808105469,853.4453735351562,15.825011,23.541584,20.3676,29.213789,0.5540084838867188,0.15320587158203125
109,405.7284240722656,827.7283325195312,15.95705,23.575596,20.1427,28.770267,0.5638033151626587,0.17872250080108643
110,401.2662048339844,815.6390380859375,15.997908,23.56854,20.03163,28.559395,0.5686006546020508,0.1907176375389099
111,398.018310546875,809.1823120117188,15.98845,23.532623,19.950396,28.446129,0.5720924139022827,0.19712406396865845
112,395.1004333496094,805.4945678710938,15.951069,23.488407,19.877134,28.381237,0.5752294063568115,0.20078295469284058
113,391.8578186035156,800.585693359375,15.912989,23.419039,19.795399,28.294622,0.5787155628204346,0.2056536078453064
114,387.4432067871094,777.0538330078125,16.063951,23.500212,19.683577,27.875687,0.5834616422653198,0.22900205850601196
115,384.76605224609375,768.029296875,16.08151,23.51699,19.615454,27.71334,0.5863399505615234,0.23795628547668457
116,381.00823974609375,767.7294311523438,15.985513,23.406364,19.519432,27.707932,0.5903798341751099,0.23825383186340332
117,377.9221496582031,772.6550903320312,15.830888,23.2176,19.44022,27.796675,0.5936976671218872,0.23336654901504517
118,375.45904541015625,776.4583129882812,15.703143,23.085981,19.376764,27.865,0.5963457822799683,0.22959303855895996
119,373.3623962402344,780.3110961914062,15.5783,22.973433,19.322588,27.93405,0.5985998511314392,0.22577017545700073
120,371.1734924316406,781.1507568359375,15.49666,22.922195,19.265863,27.949074,0.6009531021118164,0.22493720054626465
121,367.7666015625,773.7982788085938,15.498897,22.972807,19.177242,27.81723,0.6046158671379089,0.23223233222961426
122,364.5867919921875,765.8706665039062,15.507111,23.017149,19.094156,27.674368,0.6080344915390015,0.24009805917739868
123,363.35009765625,772.3572998046875,15.357409,22.86228,19.061745,27.791317,0.6093640327453613,0.23366200923919678
124,362.03936767578125,777.8674926757812,15.224425,22.778337,19.02733,27.890276,0.6107732057571411,0.22819477319717407
125,362.61309814453125,788.2149658203125,15.074988,22.718847,19.042402,28.075167,0.6101564168930054,0.2179279327392578
126,361.66839599609375,791.7222900390625,14.977901,22.688095,19.017582,28.137562,0.6111720204353333,0.21444785594940186
127,355.3465270996094,776.15673828125,15.037064,22.746977,18.850637,27.85959,0.6179686784744263,0.22989219427108765
128,349.9710998535156,760.271728515625,15.115306,22.871693,18.707514,27.573025,0.6237477660179138,0.24565351009368896
129,345.66168212890625,732.053466796875,15.389137,23.19347,18.591978,27.056488,0.6283807754516602,0.273651659488678
130,352.51513671875,713.6914672851562,15.798088,23.692667,18.775389,26.715004,0.6210125684738159,0.291870653629303
131,359.1940002441406,710.5888671875,16.04803,23.940905,18.952414,26.656874,0.6138322949409485,0.2949490547180176
132,363.28466796875,710.6204223632812,16.172388,24.086155,19.060028,26.657465,0.6094344258308411,0.2949177622795105
133,356.1732482910156,708.6869506835938,15.991215,23.973055,18.872553,26.621176,0.6170798540115356,0.2968361973762512
134,347.6907043457031,707.7509155273438,15.766772,23.808857,18.646465,26.603588,0.6261994242668152,0.2977648973464966
135,343.1529541015625,709.7301025390625,15.673082,23.810078,18.524387,26.64076,0.6310779452323914,0.2958011031150818
136,332.9947509765625,715.7039184570312,15.346056,23.558483,18.248142,26.752644,0.6419990062713623,0.2898738980293274
137,326.96185302734375,726.9393310546875,15.079336,23.342993,18.082087,26.961813,0.6484848856925964,0.2787259817123413
138,324.56884765625,726.1260986328125,15.047311,23.40716,18.015795,26.946728,0.6510576009750366,0.27953290939331055
139,321.5873718261719,729.44580078125,14.930895,23.329716,17.932858,27.008255,0.654262900352478,0.2762390971183777
140,319.21722412109375,731.277099609375,14.835906,23.262516,17.866652,27.042137,0.6568110585212708,0.2744219899177551
141,317.0632629394531,730.722412109375,14.767797,23.209776,17.80627,27.03188,0.6591268181800842,0.2749723792076111
142,316.24566650390625,719.3988037109375,14.876538,23.437912,17.783297,26.821611,0.6600058078765869,0.28620773553848267
143,314.6908874511719,717.4300537109375,14.852036,23.474499,17.739529,26.784883,0.661677360534668,0.2881612777709961
144,310.75433349609375,723.1946411132812,14.630133,23.243637,17.628227,26.892279,0.665909469127655,0.28244155645370483
145,309.8643798828125,739.8755493164062,14.374122,22.901552,17.602966,27.200653,0.6668662428855896,0.26589059829711914
146,312.3487548828125,756.8325805664062,14.160541,22.695135,17.67339,27.51059,0.6641953587532043,0.2490658164024353
147,314.79833984375,769.674072265625,14.015519,22.715359,17.742558,27.743002,0.6615618467330933,0.23632431030273438
148,308.8344421386719,755.453857421875,14.072785,22.7711,17.573687,27.485521,0.6679735779762268,0.2504337430000305
149,304.06610107421875,742.599365234375,14.134509,22.854065,17.43749,27.250677,0.6730999946594238,0.2631880044937134
150,302.6459045410156,741.8861083984375,14.073863,22.815594,17.39672,27.237587,0.6746268272399902,0.26389575004577637
151,301.6164855957031,742.9710693359375,13.992711,22.780392,17.36711,27.257496,0.6757335662841797,0.26281923055648804
152,298.2051696777344,735.2648315429688,13.997762,22.814903,17.268618,27.115767,0.6794010996818542,0.2704654335975647
153,298.1932067871094,740.8563232421875,13.883093,22.759659,17.268272,27.218676,0.679413914680481,0.2649174928665161
