covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
predicted_til_score,-0.010095920815500245,0.98995487191621,0.017186661866484956,-0.043781159088278704,0.023589317457278214,0.9571634010661529,1.0238697461050412,0.0,-0.58742767466601,0.5569165117300829,0.8444670278980301
