epoch,train_loss,val_loss,train_mae,val_mae,train_rmse,val_rmse,train_r2,val_r2
117,424.7981262207031,851.5509033203125,17.139273,25.267319,20.610632,29.181345,0.5433015823364258,0.15508568286895752
118,418.9178771972656,866.4990234375,16.784506,25.143663,20.467484,29.436356,0.5496233701705933,0.1402539610862732
119,418.8496398925781,886.0953369140625,16.517307,24.979664,20.465816,29.767353,0.5496968030929565,0.12081038951873779
120,415.848876953125,879.842529296875,16.491652,24.962532,20.392374,29.66214,0.5529228448867798,0.12701445817947388
121,412.59881591796875,855.9049682617188,16.726631,25.082666,20.312529,29.255856,0.5564169883728027,0.15076541900634766
122,411.9797668457031,849.2188720703125,16.81387,25.129509,20.297285,29.14136,0.5570825338363647,0.15739953517913818
123,408.4100036621094,867.265869140625,16.487709,25.009705,20.209156,29.449379,0.5609203577041626,0.1394931674003601
124,408.9979248046875,885.3157958984375,16.269255,24.890028,20.223698,29.754255,0.5602883100509644,0.12158393859863281
125,409.4402770996094,894.8111572265625,16.203865,24.826725,20.23463,29.913395,0.5598127245903015,0.11216247081756592
126,403.0664978027344,873.6433715820312,16.266119,24.880426,20.076515,29.55746,0.5666651725769043,0.13316524028778076
127,398.3016357421875,853.9878540039062,16.402437,24.886929,19.957497,29.22307,0.5717878341674805,0.15266764163970947
128,395.7119140625,842.4314575195312,16.467415,24.858948,19.89251,29.02467,0.5745720267295837,0.16413402557373047
129,392.84326171875,852.083984375,16.22212,24.711882,19.820274,29.190477,0.577656090259552,0.15455669164657593
130,390.1953125,834.0034790039062,16.375216,24.690731,19.753363,28.879118,0.5805028676986694,0.17249631881713867
131,390.17987060546875,820.2899780273438,16.54794,24.693157,19.75297,28.640705,0.5805195569992065,0.18610292673110962
132,389.9546203613281,813.0952758789062,16.617685,24.67144,19.747269,28.514826,0.5807616114616394,0.19324153661727905
133,386.30010986328125,812.609619140625,16.493769,24.567284,19.654518,28.506308,0.5846906304359436,0.19372344017028809
134,381.9023132324219,824.660888671875,16.117708,24.348587,19.54232,28.71691,0.5894186496734619,0.18176603317260742
135,381.6767883300781,837.2306518554688,15.935915,24.162952,19.53655,28.934938,0.5896611213684082,0.1692942976951599
136,382.3121337890625,845.3182373046875,15.855209,24.04425,19.552805,29.074358,0.5889780521392822,0.1612696647644043
137,385.405517578125,858.3419799804688,15.773806,23.91011,19.631748,29.297474,0.5856523513793945,0.14834749698638916
138,390.68798828125,875.896728515625,15.712825,23.894026,19.765827,29.595552,0.5799732208251953,0.13092952966690063
139,396.9685363769531,894.3040161132812,15.703104,24.039722,19.924068,29.904917,0.5732210874557495,0.11266565322875977
140,390.3785400390625,880.7986450195312,15.643223,23.938965,19.758,29.678251,0.5803059339523315,0.12606579065322876
141,382.0751037597656,861.3331909179688,15.61648,23.812706,19.546741,29.348478,0.589232861995697,0.14537960290908813
142,377.8580627441406,852.1204223632812,15.613021,23.7998,19.438572,29.191101,0.5937666296958923,0.15452063083648682
143,374.8409423828125,846.5250244140625,15.608235,23.80557,19.36081,29.095104,0.5970103144645691,0.16007226705551147
144,371.3170166015625,839.7911376953125,15.6009655,23.850565,19.269588,28.97915,0.6007988452911377,0.16675376892089844
145,370.3792724609375,843.595458984375,15.53582,23.91096,19.245241,29.044714,0.6018069982528687,0.1629791259765625
146,369.6957702636719,847.9931030273438,15.485435,23.959482,19.227474,29.12032,0.6025419235229492,0.15861576795578003
147,366.4803466796875,842.5933837890625,15.463406,24.016422,19.143677,29.027458,0.605998694896698,0.16397333145141602
148,367.24176025390625,849.36865234375,15.427786,24.007504,19.163553,29.143929,0.6051801443099976,0.15725094079971313
149,369.35931396484375,858.7749633789062,15.37913,23.97837,19.218723,29.304861,0.6029036045074463,0.14791786670684814
150,359.6537170410156,832.8958129882812,15.384599,23.96517,18.964539,28.859934,0.6133379936218262,0.17359530925750732
151,354.89544677734375,818.4614868164062,15.43296,23.976261,18.838669,28.608767,0.6184536218643188,0.18791711330413818
152,352.38580322265625,811.9700927734375,15.442415,23.935396,18.771942,28.495089,0.6211516857147217,0.1943579912185669
153,348.8897399902344,788.7494506835938,15.622513,23.94304,18.67859,28.084684,0.624910295009613,0.21739763021469116
154,346.70635986328125,782.1692504882812,15.585511,23.81661,18.620052,27.967289,0.6272577047348022,0.22392654418945312
155,344.6228942871094,779.08349609375,15.540144,23.734793,18.564022,27.912066,0.6294975876808167,0.2269883155822754
156,344.87652587890625,766.1378173828125,15.688869,23.761217,18.570852,27.679193,0.6292248964309692,0.23983311653137207
157,346.6973876953125,759.8472290039062,15.79951,23.808163,18.619812,27.565329,0.6272672414779663,0.24607449769973755
158,341.9665222167969,764.9815063476562,15.597139,23.705263,18.492338,27.658298,0.6323533654212952,0.240980327129364
159,338.6742248535156,772.3304443359375,15.393605,23.576166,18.403105,27.790834,0.635892927646637,0.23368865251541138
160,337.2804260253906,778.6692504882812,15.247126,23.507187,18.365194,27.904646,0.6373914480209351,0.22739923000335693
161,336.68939208984375,786.7954711914062,15.137158,23.461031,18.349098,28.049873,0.6380268335342407,0.2193363904953003
162,335.8059387207031,789.4600219726562,15.084781,23.438063,18.325008,28.097332,0.6389766335487366,0.21669262647628784
163,335.1969909667969,792.670166015625,15.018655,23.37631,18.308386,28.1544,0.6396313905715942,0.21350741386413574
164,333.6742248535156,791.0830688476562,14.986317,23.342596,18.266752,28.1262,0.6412683725357056,0.21508222818374634
165,331.9759521484375,789.8800659179688,14.957727,23.308678,18.220207,28.104805,0.6430942416191101,0.21627581119537354
166,327.9828186035156,766.518798828125,15.065952,23.3327,18.110296,27.686075,0.6473872661590576,0.23945504426956177
167,327.8250732421875,751.18408203125,15.215751,23.3723,18.105942,27.407738,0.6475567817687988,0.2546702027320862
168,332.3980712890625,737.9358520507812,15.479106,23.45369,18.231787,27.164976,0.6426404714584351,0.26781517267227173
169,331.6422119140625,735.0227661132812,15.471501,23.424866,18.211048,27.111303,0.6434530019760132,0.2707056403160095
170,324.6900939941406,738.8873901367188,15.224336,23.299976,18.01916,27.182484,0.6509272456169128,0.2668710947036743
171,319.0257873535156,752.265869140625,14.919231,23.074678,17.861292,27.427465,0.657016932964325,0.2535969614982605
172,318.8595275878906,766.8173217773438,14.787772,22.948856,17.85664,27.691465,0.6571956276893616,0.23915886878967285
173,320.64447021484375,781.3048095703125,14.695374,22.985044,17.906548,27.951832,0.6552766561508179,0.22478419542312622
174,319.4288330078125,780.4661254882812,14.653339,22.971079,17.872574,27.936823,0.6565835475921631,0.225616455078125
175,314.62945556640625,763.7180786132812,14.6716175,22.927496,17.737797,27.63545,0.6617434024810791,0.24223387241363525
176,312.4818420410156,736.6429443359375,14.808865,23.00174,17.677155,27.141169,0.6640522480010986,0.2690979838371277
177,313.2220458984375,727.3587646484375,14.894596,23.011509,17.69808,26.96959,0.6632564663887024,0.2783098816871643
178,313.44818115234375,722.4965209960938,14.927054,23.006336,17.704468,26.879295,0.6630133390426636,0.28313422203063965
179,311.7119140625,721.5293579101562,14.86119,22.973381,17.655365,26.861298,0.6648800373077393,0.28409385681152344
180,306.1510009765625,732.3803100585938,14.566758,22.783148,17.497171,27.062527,0.6708585023880005,0.27332741022109985
181,306.3105163574219,754.1488037109375,14.434883,22.73187,17.501728,27.46177,0.6706870198249817,0.2517286539077759
